idviagem;taxa;datapartida;datachegada;cidade_origem;pais_origem;cidade_destino;pais_destino;nomecondutor;idadecondutor;certificacao;nomebarco;tipobarco;capacidadeteu;sexo;numerocontentares;peso
916;48085,09;25/07/2024;06/08/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;João Rodrigues;44;CoC Class 2;SS Neptuno 863;cargueiro;0;h;9;108
917;29640,49;04/10/2025;17/10/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Rui Sousa;37;CoC Class 2;NS Neptuno 23;cargueiro;0;h;5;80
918;5650,51;13/03/2025;24/03/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Pedro Lopes;32;CoC Class 2;MV Íris 600;graneleiro;0;h;7;140
919;12308,94;29/05/2024;18/06/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Hugo Pinto;32;CoC Class 2;MT Nereida 106;container;13083;h;12018;180270
920;33293,23;01/10/2025;21/10/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Gabriela Pinto;40;Yachtmaster;MT Poseidon 500;ro-ro;1041;m;403;4030
921;40203,6;02/06/2025;18/06/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Helena Pinto;51;Pilotage;NS Açor 732;ro-ro;5400;m;2418;24180
922;2471,27;12/09/2024;21/09/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Paulo Pinto;59;CoC Class 1;MV Tejo 915;ro-ro;4374;h;3184;60496
923;48695,75;21/08/2024;07/09/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Inês Nunes;55;Yachtmaster;NS Neptuno 22;petroleiro;0;m;9;90
924;39019,67;20/09/2024;05/10/2024;Le Havre;França;FigueiraDaFoz;Portugal;Marta Nunes;55;CoC Class 1;SS Açor 602;graneleiro;0;m;5;50
925;41031,72;31/12/2024;20/01/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Beatriz Sousa;36;Pilotage;NS Guadiana 816;graneleiro;0;m;5;85
926;39681,06;04/03/2024;14/03/2024;Génova;Itália;FigueiraDaFoz;Portugal;Vítor Rodrigues;54;CoC Class 1;NS Sagres 178;container;2046;h;1515;16665
927;24272,6;11/03/2024;23/03/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Vítor Nunes;58;STCW A-II/1;NS Minho 241;graneleiro;0;h;6;114
928;5947,93;19/02/2024;25/02/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;João Gonçalves;48;CoC Class 1;SS Caravela 848;petroleiro;0;h;4;40
929;49279,89;17/07/2025;01/08/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Rui Fernandes;61;CoC Class 2;SS Lusitania 576;container;4470;h;2409;38544
930;15669,79;06/08/2025;14/08/2025;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Patrícia Fernandes;47;CoC Class 1;MT Sagres 874;container;17075;m;6532;117576
931;18331,14;21/07/2025;31/07/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Miguel Lopes;52;CoC Class 2;MV Lusitania 844;container;15908;h;12573;213741
932;40642,16;13/01/2024;17/01/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Gonçalo Pereira;61;STCW A-II/2;SS Guadiana 161;container;12557;h;7467;126939
933;49349,73;10/08/2024;28/08/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Helena Nunes;62;Pilotage;SS Guadiana 343;container;19314;m;7055;126990
934;28607,01;10/01/2025;12/01/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;Carlos Lopes;55;CoC Class 2;SS Gaivota 350;container;12798;h;4898;83266
935;39247,25;05/04/2024;10/04/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Rui Jesus;62;CoC Class 1;MT Açor 156;graneleiro;0;h;3;36
936;31575,93;07/05/2024;21/05/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Sara Oliveira;48;CoC Class 2;NS Íris 975;graneleiro;0;m;5;55
937;16016,71;21/04/2024;08/05/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Ana Lopes;25;STCW A-II/2;MV Atlântida 347;container;19666;m;7429;126293
938;23463,14;14/03/2025;24/03/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Carolina Marques;58;STCW A-II/1;MV Sagres 925;graneleiro;0;m;3;57
939;33693,4;29/03/2024;14/04/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Gonçalo Sousa;42;CoC Class 2;MT Mondego 932;graneleiro;0;h;9;90
940;3203,11;02/02/2025;12/02/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Luís Ribeiro;39;Yachtmaster;NS Íris 660;cargueiro;0;h;8;152
941;49483,11;17/05/2025;24/05/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Joana Alves;37;STCW A-II/2;MV Poseidon 551;petroleiro;0;m;5;55
942;1775,34;27/01/2025;04/02/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Beatriz Ribeiro;44;Yachtmaster;SS Atlântida 524;petroleiro;0;m;5;95
943;33146,7;22/03/2024;04/04/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Helena Fernandes;40;Pilotage;MV Nereida 912;cargueiro;0;m;6;114
944;33246,05;03/03/2025;09/03/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Sara Sousa;43;Pilotage;MV Poseidon 862;graneleiro;0;m;6;84
945;17083,42;14/08/2024;30/08/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Helena Gonçalves;42;STCW A-II/1;MV Íris 306;container;11651;m;4585;50435
946;47620,8;05/07/2024;13/07/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Manuel Fernandes;37;STCW A-II/2;SS Guadiana 307;ro-ro;3024;h;2331;27972
947;37075,75;16/08/2024;22/08/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Nuno Ribeiro;43;Pilotage;MV Mondego 529;cargueiro;0;h;5;65
948;20736,02;06/07/2024;20/07/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Diogo Lopes;55;STCW A-II/1;NS Neptuno 84;cargueiro;0;h;8;136
949;37338,53;04/07/2025;12/07/2025;Cádiz;Espanha;FigueiraDaFoz;Portugal;Paulo Oliveira;49;CoC Class 2;NS Atlântida 379;cargueiro;0;h;4;48
950;42880,47;05/07/2024;11/07/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Bárbara Carvalho;62;Yachtmaster;MT Gaivota 652;graneleiro;0;m;7;140
951;25047,49;22/02/2024;25/02/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Gabriela Marques;52;STCW A-II/2;SS Gaivota 729;cargueiro;0;m;3;51
952;28379,53;09/02/2025;15/02/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Gonçalo Ribeiro;32;STCW A-II/1;NS Gaivota 34;cargueiro;0;h;5;50
953;47005,85;03/07/2024;09/07/2024;Le Havre;França;FigueiraDaFoz;Portugal;Inês Teixeira;38;CoC Class 2;MV Guadiana 586;container;12374;m;7316;124372
954;29087,94;16/03/2024;02/04/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Gonçalo Oliveira;55;STCW A-II/1;MT Guadiana 311;petroleiro;0;h;6;102
955;26483,63;03/11/2024;12/11/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Ana Oliveira;55;STCW A-II/2;NS Poseidon 960;ro-ro;4961;m;4176;75168
956;37832,13;18/08/2025;25/08/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Marta Costa;46;Pilotage;MV Lusitania 561;graneleiro;0;m;6;72
957;37763,02;10/07/2025;20/07/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Miguel Marques;44;CoC Class 2;MT Íris 922;ro-ro;2647;h;1762;31716
958;10775,76;25/04/2025;26/04/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Gabriela Teixeira;39;STCW A-II/2;NS Íris 684;cargueiro;0;m;4;52
959;47288,62;27/02/2024;06/03/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Bruno Ferreira;51;Yachtmaster;NS Atlântico 239;ro-ro;4304;h;3855;57825
960;39504,82;23/11/2024;01/12/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Daniela Santos;50;Pilotage;MT Atlântida 887;graneleiro;0;m;7;140
961;35421,93;16/08/2024;02/09/2024;Le Havre;França;FigueiraDaFoz;Portugal;Artur Sousa;52;Yachtmaster;MV Argonauta 979;container;6092;h;1916;28740
962;35500,08;02/01/2024;20/01/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Artur Ribeiro;41;STCW A-II/2;MV Lusitania 675;graneleiro;0;h;8;152
963;35697,97;13/01/2024;31/01/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;João Jesus;53;STCW A-II/2;NS Atlântida 827;cargueiro;0;h;6;102
964;38381,77;03/12/2024;16/12/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Rita Pinto;45;STCW A-II/1;MV Mondego 448;graneleiro;0;m;5;85
965;31141,33;15/09/2025;02/10/2025;Le Havre;França;FigueiraDaFoz;Portugal;Ana Ribeiro;43;CoC Class 1;MT Atlântida 118;graneleiro;0;m;7;119
966;38904,08;19/07/2024;08/08/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Hugo Oliveira;34;STCW A-II/2;MV Sagres 315;petroleiro;0;h;8;104
967;28006,84;18/07/2025;07/08/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Miguel Teixeira;54;CoC Class 1;MV Poseidon 306;cargueiro;0;h;9;153
968;40004,36;03/11/2024;12/11/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Bruno Oliveira;25;CoC Class 2;MT Atlântico 965;petroleiro;0;h;7;77
969;3431,1;07/04/2024;23/04/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Carlos Martins;33;Yachtmaster;SS Gaivota 521;ro-ro;3971;h;2167;39006
970;45833,33;25/04/2025;08/05/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Inês Jesus;38;STCW A-II/1;NS Neptuno 68;petroleiro;0;m;5;100
971;30927,77;12/03/2024;24/03/2024;Génova;Itália;FigueiraDaFoz;Portugal;Paulo Martins;25;STCW A-II/1;MV Açor 782;petroleiro;0;h;8;112
972;28854,78;11/02/2024;01/03/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Hugo Pinto;35;CoC Class 2;MV Argonauta 802;graneleiro;0;h;8;80
973;34192,26;29/09/2024;30/09/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Daniela Costa;56;STCW A-II/2;NS Íris 43;ro-ro;2653;m;824;9064
974;4242,09;27/02/2025;05/03/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Catarina Sousa;46;Pilotage;MV Poseidon 956;cargueiro;0;m;4;60
975;38986,96;07/05/2025;26/05/2025;Génova;Itália;FigueiraDaFoz;Portugal;Catarina Jesus;32;Pilotage;MT Argonauta 600;graneleiro;0;m;9;180
976;17278,07;14/08/2024;02/09/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Maria Costa;35;Pilotage;MV Minho 92;ro-ro;916;m;609;7917
977;32217,64;25/03/2025;02/04/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Pedro Carvalho;43;CoC Class 1;SS Mondego 906;graneleiro;0;h;8;136
978;10423,18;29/09/2024;05/10/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Cláudia Jesus;43;STCW A-II/2;MT Argonauta 471;petroleiro;0;m;8;104
979;30381,75;28/01/2024;30/01/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Ana Oliveira;62;Pilotage;NS Nereida 924;container;11882;m;7990;95880
980;14595,77;31/08/2024;04/09/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;Paulo Carvalho;46;Pilotage;NS Atlântida 807;graneleiro;0;h;7;133
981;1503,94;25/10/2024;29/10/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Manuel Pereira;37;CoC Class 1;MT Atlântico 182;graneleiro;0;h;9;90
982;31511,79;14/10/2024;31/10/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;Manuel Gonçalves;60;STCW A-II/2;MV Açor 761;graneleiro;0;h;7;119
983;4868,03;08/05/2025;27/05/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Joana Rodrigues;59;STCW A-II/1;MT Açor 240;ro-ro;5969;m;4899;93081
984;49257,44;28/07/2024;13/08/2024;Génova;Itália;FigueiraDaFoz;Portugal;Maria Jesus;57;CoC Class 2;SS Nereida 201;ro-ro;2594;m;1089;16335
985;10726,06;16/04/2025;02/05/2025;Santos;Brasil;FigueiraDaFoz;Portugal;Luís Pinto;28;Yachtmaster;SS Argonauta 676;graneleiro;0;h;6;60
986;30165,43;16/05/2024;31/05/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Rui Pinto;40;STCW A-II/2;SS Tejo 956;container;17067;h;15157;227355
987;25574,38;16/04/2025;30/04/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Gonçalo Jesus;49;STCW A-II/2;MT Íris 3;container;8178;h;6085;121700
988;37807,68;06/09/2024;16/09/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Bruno Marques;33;CoC Class 2;MV Íris 508;petroleiro;0;h;9;108
989;45313,63;25/12/2024;04/01/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Ricardo Santos;43;CoC Class 1;NS Mondego 6;graneleiro;0;h;4;68
990;39426,1;05/01/2024;08/01/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Bruno Ferreira;51;Yachtmaster;SS Neptuno 981;container;11203;h;5833;69996
991;36138,91;11/06/2024;23/06/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Carlos Costa;50;CoC Class 1;MV Lusitania 29;petroleiro;0;h;5;95
992;38115,76;16/12/2024;03/01/2025;Génova;Itália;FigueiraDaFoz;Portugal;Ana Pinto;44;Pilotage;MT Açor 111;petroleiro;0;m;3;48
993;10339,88;11/05/2024;27/05/2024;Génova;Itália;FigueiraDaFoz;Portugal;Bruno Santos;25;CoC Class 1;SS Atlântida 795;ro-ro;1369;h;907;13605
994;37011,37;12/01/2025;01/02/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Inês Lopes;46;Yachtmaster;MV Poseidon 939;container;14280;m;7176;86112
995;25148,16;25/04/2025;15/05/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Raquel Ferreira;62;STCW A-II/2;NS Poseidon 309;container;6384;m;2185;43700
996;6712,57;06/09/2024;20/09/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Sofia Pereira;39;Pilotage;MV Minho 871;container;9675;m;7851;141318
997;33274,41;10/03/2024;27/03/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Inês Teixeira;47;CoC Class 2;MV Íris 394;cargueiro;0;m;8;120
998;26634,01;13/06/2025;16/06/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Catarina Teixeira;46;STCW A-II/1;MV Íris 530;petroleiro;0;m;6;66
999;47190,3;10/07/2024;13/07/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Tiago Pereira;34;STCW A-II/1;MV Argonauta 927;ro-ro;4540;h;2153;43060
1000;5838,12;17/05/2025;28/05/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Gonçalo Jesus;29;CoC Class 1;NS Íris 191;graneleiro;0;h;5;60
